Tel,Filter,HJD,mag,e_mag,mag_aligned,e_mag_aligned
KMTC01,I,8669.75197,19.614,0.056,19.62523216762601,0.06860567278571376
KMTC01,I,8669.76869,19.549,0.054,19.546122033873967,0.06530128192170867
KMTC01,I,8669.78551,19.469,0.051,19.45010013980513,0.06077001808462615
KMTC01,I,8669.81105,19.519,0.061,19.50994708389375,0.07334791991639668
KMTC01,I,8669.82887,19.435,0.062,19.409706583195412,0.07344351539921842
KMTC01,I,8669.84616,19.416,0.071,19.387235759436386,0.08383623880460118
KMTC01,I,8670.54386,19.471,0.059,19.452483698611186,0.0703274101676368
KMTC01,I,8670.57759,19.368,0.052,19.33077978325444,0.06092483904413763
KMTC01,I,8670.59418,19.511,0.053,19.500334833659796,0.06363395795030607
KMTC01,I,8670.61083,19.539,0.06,19.53404080821022,0.07241803013045972
KMTC01,I,8670.63879,19.509,0.055,19.497933995595638,0.06601086462917112
KMTC01,I,8670.65537,19.544,0.056,19.54007852626779,0.06765479323230626
KMTC01,I,8670.67198,19.516,0.05,19.506340816651768,0.06008768393561831
KMTC01,I,8670.68814,19.497,0.051,19.483547477129033,0.06107567852760779
KMTC01,I,8670.70487,19.515,0.052,19.505139174581103,0.06247958655598294
KMTC01,I,8670.75862,19.444,0.053,19.420375925299766,0.06287896337433221
KMTC01,I,8670.77502,19.561,0.062,19.560650301018743,0.07515033890724339
KMTC01,I,8670.79184,19.539,0.059,19.53404080821022,0.07121106296161873
KMTC01,I,8670.80819,19.364,0.053,19.32609473641142,0.06205730306318043
KMTC01,I,8670.82759,19.358,0.094,19.31907269049359,0.10996033730204996
KMTC01,I,8671.63513,19.419,0.054,19.390779021626543,0.06379468568903479
KMTC01,I,8671.65181,19.317,0.058,19.27126247088745,0.06742362764434612
KMTC01,I,8671.66843,19.432,0.051,19.40615376975375,0.060382462117611495
KMTC01,I,8672.64686,19.584,0.077,19.588591918915185,0.09375763120170466
KMTC01,I,8672.66392,19.524,0.055,19.515962016787253,0.06619521998392379
KMTC01,I,8672.72531,19.459,0.174,19.438194917635542,0.20696949924414737
KMTC01,I,8672.74212,19.327,0.237,19.282895967797998,0.27592170608011846
KMTC01,I,8672.75904,19.664,0.214,19.68681194687211,0.264982800497748
KMTC01,I,8673.63183,19.662,0.214,19.684336015008718,0.2648666708885995
KMTC01,I,8673.66566,19.555,0.194,19.553381938610755,0.2348732941719974
KMTC01,I,8673.68276,19.351,0.127,19.31088862378902,0.14840150456223652
KMTC01,I,8673.69893,19.646,0.217,19.664567332955187,0.26764910816084403
KMTC01,I,8674.49224,19.559,0.078,19.55822656970061,0.0945070841849852
KMTC01,I,8674.50862,19.234,0.058,19.17535651391125,0.06662691928500723
KMTC01,I,8674.52557,19.58,0.057,19.583723341739063,0.06934949867756232
KMTC01,I,8674.54483,19.609,0.057,19.619109829015546,0.06975862646837826
KMTC01,I,8674.5614,19.529,0.054,19.521982590620578,0.0650527903318705
KMTC01,I,8674.58935,19.654,0.054,19.674443096697743,0.06671909274428048
KMTC01,I,8674.61638,19.529,0.044,19.521982590620578,0.05300597730745003
KMTC01,I,8674.63318,19.544,0.046,19.54007852626779,0.055573580155108694
KMTC01,I,8674.65152,19.549,0.045,19.546122033873967,0.054417734934757225
KMTC01,I,8674.66826,19.539,0.047,19.53404080821022,0.05672745693552678
KMTC01,I,8674.68505,19.466,0.04,19.44652637774543,0.047637578341932
KMTC01,I,8674.7136,19.569,0.05,19.570354722759397,0.06070032648718235
KMTC01,I,8674.73068,19.548,0.047,19.54491286737342,0.056825352503446495
KMTC01,I,8674.74736,19.591,0.05,19.597121338134063,0.06096739979683226
KMTC01,I,8674.76632,19.513,0.052,19.502736559223436,0.06245642201795749
KMTC01,I,8674.78329,19.506,0.051,19.494334397559715,0.06117628053068374
KMTC01,I,8674.81904,19.513,0.073,19.502736559223436,0.08767920783290185
KMTC01,I,8674.82323,19.363,0.066,19.32492393601081,0.07726674968235159
KMTC01,I,8674.83714,19.456,0.065,19.4346274109407,0.07727579017513216
KMTC01,I,8675.48569,19.441,0.081,19.416817654079917,0.09604863872355787
KMTC01,I,8675.50703,19.635,0.107,19.65101582920692,0.13166466635109095
KMTC01,I,8675.52389,19.655,0.109,19.675678769531224,0.1347029600583476
KMTC01,I,8675.54059,19.452,0.105,19.429873629271544,0.12474348828449197
KMTC01,I,8675.55759,19.565,0.119,19.565500607605262,0.14435317417567348
KMTC01,I,8675.58478,19.619,0.109,19.631360856148806,0.1336749326529871
KMTC01,I,8675.60172,19.684,0.078,19.711631531500537,0.0970121989777827
KMTC01,I,8675.62161,19.628,0.062,19.642408633437118,0.0761788261797408
KMTC01,I,8675.63835,19.577,0.085,19.58007445920835,0.10335413175632412
KMTC01,I,8675.65519,19.541,0.05,19.53645520310108,0.06037139610473596
KMTC01,I,8675.67347,19.533,0.054,19.52680313581714,0.0651019725641443
KMTC01,I,8675.70044,19.467,0.055,19.44771742196876,0.0655131967923292
KMTC01,I,8675.71675,19.574,0.073,19.576427753097786,0.08871010533474748
KMTC01,I,8675.7369,19.56,0.069,19.55943831712069,0.0836187269094803
KMTC01,I,8675.75374,19.458,0.065,19.437005541503382,0.07730270778806902
KMTC01,I,8675.77049,19.414,0.07,19.38487456815698,0.0826279543389406
KMTC01,I,8675.79987,19.53,0.217,19.523187385524498,0.26146515634128353
KMTC01,I,8675.81382,19.437,0.601,19.41207613194199,0.7121706283548673
KMTC01,I,8676.47774,19.343,0.07,19.301546282160896,0.08169503937866301
KMTC01,I,8676.49467,19.391,0.069,19.357776764922782,0.08114073367436264
KMTC01,I,8676.60796,19.302,0.061,19.253844777578955,0.07075332916887246
KMTC01,I,8676.62781,19.46,0.063,19.439384501352695,0.074950318646626
KMTC01,I,8676.65526,19.495,0.058,19.48115278792862,0.06943336963736385
KMTC01,I,8676.67214,19.485,0.078,19.469192338530966,0.09320745968061263
KMTC01,I,8676.68908,19.538,0.062,19.5328339560298,0.0748177089975098
KMTC01,I,8676.70547,19.536,0.058,19.53042094070208,0.06996414052595998
KMTC01,I,8676.72196,19.484,0.058,19.467997478344532,0.06929567323551446
KMTC01,I,8676.80823,19.503,0.08,19.490736783564824,0.09590998741120862
KMTC01,I,8676.82117,19.331,0.075,19.28755428532292,0.0873699548114029
KMTC01,I,8676.83516,19.309,0.076,19.26196820884294,0.08824294818356822
KMTC01,I,8676.51117,19.434,0.073,19.40852211101151,0.0864591254188601
KMTC01,I,8676.55581,19.399,0.065,19.367190504865192,0.07653651656972936
KMTC01,I,8676.5727,19.519,0.069,19.50994708389375,0.08296731924969461
KMTC01,I,8676.58938,19.531,0.067,19.524392407828138,0.0807441188320169
KMTC01,I,8676.59085,19.542,0.066,19.53766274641175,0.07970547745909423
KMTC01,I,8677.78616,19.336,0.072,19.29338116554326,0.08393905899609373
KMTC01,I,8677.8145,19.432,0.08,19.40615376975375,0.094717587635469
KMTC01,I,8677.82822,19.306,0.065,19.258485708853215,0.07543741077185138
KMTC01,I,8678.50088,19.484,0.113,19.467997478344532,0.13500708751057125
KMTC01,I,8678.51767,19.531,0.112,19.524392407828138,0.13497524342068498
KMTC01,I,8678.53411,19.455,0.107,19.433438655984535,0.12718572608392165
KMTC01,I,8678.53545,19.403,0.104,19.37190198677652,0.12253869970160504
KMTC01,I,8678.55272,19.508,0.11,19.496733908660833,0.13199740162781456
KMTC01,I,8678.58002,19.516,0.111,19.506340816651768,0.13339465833707267
KMTC01,I,8678.59683,19.555,0.101,19.553381938610755,0.12227939541944197
KMTC01,I,8678.61839,19.471,0.092,19.452483698611186,0.10966308026139977
KMTC01,I,8678.6353,19.511,0.081,19.500334833659796,0.09725189799952437
KMTC01,I,8678.65568,19.388,0.117,19.35424976344883,0.13751969507009856
KMTC01,I,8678.68309,19.342,0.118,19.300379299926934,0.1376933165985379
KMTC01,I,8678.70756,19.401,0.126,19.369545859892305,0.14841165996708544
KMTC01,I,8678.74159,19.364,0.122,19.32609473641142,0.14284888629637757
KMTC01,I,8678.75826,19.546,0.14,19.54249523244816,0.16920191041100907
KMTC01,I,8678.77486,19.315,0.118,19.26893786584764,0.13713120340681975
KMTC01,I,8678.81174,19.124,0.113,19.049907078916686,0.12797360631985388
KMTC01,I,8678.82531,19.415,0.145,19.386055065609664,0.17118636180742391
KMTC01,I,8679.4684,19.534,0.228,19.52800884209497,0.2749270787038726
KMTC01,I,8679.48558,19.423,0.197,19.395506135440883,0.2328883767929199
KMTC01,I,8679.50237,19.626,0.232,19.639951769087737,0.28493632989332907
KMTC01,I,8679.51937,19.698,0.232,19.72907151696929,0.28946477720763736
KMTC01,I,8679.53641,19.823,0.243,19.887391949098323,0.31263830452010266
KMTC01,I,8679.56365,19.686,0.222,19.71411958273078,0.27623578658467784
KMTC01,I,8679.58086,19.302,0.162,19.253844777578955,0.1879022840222515
KMTC01,I,8679.59769,19.626,0.203,19.639951769087737,0.2493192886566629
KMTC01,I,8679.61706,19.456,0.175,19.4346274109407,0.2080502043176634
KMTC01,I,8679.63474,19.481,0.122,19.464414182536338,0.14568157807944304
KMTC01,I,8679.66282,19.434,0.173,19.40852211101151,0.20489628352688766
KMTC01,I,8679.6796,19.622,0.217,19.63504113492159,0.2662902843333267
KMTC01,I,8679.69676,19.363,0.182,19.32492393601081,0.21306891579072715
KMTC01,I,8679.71765,19.551,0.215,19.548541066472428,0.26009620770486847
KMTC01,I,8679.73461,19.226,0.178,19.166171613885187,0.20425268837694827
KMTC01,I,8679.78047,19.258,0.181,19.202972033576277,0.20861547539335706
KMTC01,I,8679.79783,19.359,0.214,19.32024257282136,0.2503744083550908
KMTC01,I,8679.82294,19.204,0.186,19.14096429405267,0.21280302413536037
KMTC01,I,8680.4791,19.438,0.122,19.413261209013328,0.14459172796310424
KMTC01,I,8680.49548,19.46,0.12,19.439384501352695,0.14276251170785906
KMTC01,I,8680.51511,19.418,0.114,19.389597737197867,0.13465518465192658
KMTC01,I,8680.54247,19.479,0.122,19.462026386555067,0.14562955380110276
KMTC01,I,8680.56581,19.543,0.136,19.538870520700204,0.16427302337510621
KMTC01,I,8680.58249,19.66,0.143,19.68186116699511,0.17691295548787644
KMTC01,I,8680.60013,19.595,0.128,19.602000704334927,0.15620300516740138
KMTC01,I,8680.6167,19.645,0.138,19.663334059442782,0.17017346573668304
KMTC01,I,8680.64581,19.48,0.076,19.463220177938595,0.09073624383608561
KMTC01,I,8680.66278,19.425,0.094,19.397870881488014,0.11116174093474396
KMTC01,I,8680.67936,19.511,0.096,19.500334833659796,0.11526150874017702
KMTC01,I,8680.69612,19.541,0.113,19.53645520310108,0.13643935519670328
KMTC01,I,8680.71762,19.552,0.111,19.549750933180444,0.13430818667286518
KMTC01,I,8680.74459,19.631,0.133,19.646095871843794,0.16351933914305755
KMTC01,I,8680.76166,19.209,0.156,19.146686707324378,0.17859874995351027
KMTC01,I,8680.76628,19.406,0.115,19.375437628559663,0.13556638812031196
KMTC01,I,8680.78267,19.435,0.134,19.409706583195412,0.15873275908863338
KMTC01,I,8680.7999,19.485,0.149,19.469192338530966,0.1780501473386062
KMTC01,I,8680.80562,19.554,0.159,19.552171368943053,0.19246191621809944
KMTC01,I,8680.81982,19.338,0.127,19.295713162464697,0.14810445403250203
KMTC01,I,8681.47801,19.486,0.098,19.470387413299704,0.11712785084598644
KMTC01,I,8681.52185,19.472,0.09,19.453675794048223,0.10729808244374776
KMTC01,I,8681.55706,19.497,0.094,19.483547477129033,0.11257085846264966
KMTC01,I,8681.57383,19.362,0.08,19.32375331967857,0.09364194990637076
KMTC01,I,8681.59068,19.525,0.086,19.51716567910856,0.10352467039499266
KMTC01,I,8681.60766,19.517,0.084,19.507542682034753,0.10096607937391193
KMTC01,I,8681.62421,19.534,0.1,19.52800884209497,0.12058205206310203
KMTC01,I,8681.6517,19.572,0.082,19.573997820569605,0.0996075169931096
KMTC01,I,8681.73868,19.374,0.08,19.33781291441768,0.0938197532347035
KMTC01,I,8681.75489,19.234,0.078,19.17535651391125,0.089601719038458
KMTC01,I,8681.7712,19.275,0.08,19.222589316418443,0.09242827485246224
KMTC01,I,8682.56579,19.594,0.077,19.600780492127935,0.09394681379473836
KMTC01,I,8682.58671,19.449,0.063,19.42631045430708,0.07480728012149027
KMTC01,I,8682.60362,19.493,0.066,19.478758968133874,0.07898173257533601
KMTC01,I,8682.62007,19.534,0.064,19.52800884209497,0.07717251332038531
KMTC01,I,8682.63664,19.522,0.056,19.513555368762376,0.06737353085405293
KMTC01,I,8682.66407,19.505,0.06,19.49313497282435,0.07195887633975215
KMTC01,I,8682.6813,19.46,0.061,19.439384501352695,0.07257094345149502
KMTC01,I,8682.68613,19.472,0.057,19.453675794048223,0.06795545221437357
KMTC01,I,8682.70249,19.498,0.076,19.484745148454984,0.09103130846462537
KMTC01,I,8682.719,19.496,0.116,19.482350023713504,0.13889196821905614
KMTC01,I,8682.73596,19.234,0.064,19.17535651391125,0.07351935921104247
KMTC01,I,8682.75245,19.422,0.075,19.39432406007576,0.08864822027039651
KMTC01,I,8682.77956,19.458,0.074,19.437005541503382,0.08800615963564781
KMTC01,I,8682.79647,19.386,0.08,19.351899378841324,0.09400022044709856
KMTC01,I,8683.49888,19.52,0.073,19.51114962094897,0.08779339467792097
KMTC01,I,8683.51591,19.417,0.068,19.38841664988354,0.08030724109156974
KMTC01,I,8683.53276,19.41,0.068,19.380154537172203,0.08021394227632102
KMTC01,I,8683.56543,19.447,0.059,19.42393602960984,0.07003345578760703
KMTC01,I,8683.59903,19.433,0.055,19.407337839948738,0.06512938226773539
KMTC01,I,8683.61631,19.397,0.053,19.364835919770517,0.06238632036596033
KMTC01,I,8683.63303,19.345,0.065,19.303880785613316,0.07588305456139453
KMTC01,I,8683.66002,19.224,0.055,19.163876951361324,0.06309465988500251
KMTC01,I,8683.67635,19.418,0.061,19.389597737197867,0.0720523356470835
KMTC01,I,8683.69271,19.429,0.065,19.402602761847923,0.07691899388536318
KMTC01,I,8683.70942,19.34,0.059,19.298045873340964,0.06882551892698233
KMTC01,I,8683.72636,19.379,0.071,19.34367898620662,0.08333147647628278
KMTC01,I,8684.48296,19.598,0.072,19.605662828179735,0.08791778972315208
KMTC01,I,8684.49967,19.39,0.059,19.3566009075078,0.06936997024469342
KMTC01,I,8684.51608,19.504,0.058,19.491935768253853,0.0695474857891671
KMTC01,I,8684.53281,19.612,0.061,19.622782472565156,0.07470023320063114
KMTC01,I,8684.54998,19.538,0.067,19.5328339560298,0.08085139520698639
KMTC01,I,8684.57828,19.564,0.069,19.56428767468674,0.08368416636445736
KMTC01,I,8684.59483,19.486,0.057,19.470387413299704,0.06812538263491048
KMTC01,I,8684.61997,19.43,0.06,19.40378623095571,0.07101414725046477
KMTC01,I,8684.63677,19.498,0.06,19.484745148454984,0.07186682247207266
KMTC01,I,8684.65369,19.497,0.058,19.483547477129033,0.06945861479610299
KMTC01,I,8684.68724,19.477,0.058,19.459639442341846,0.06920905257257517
KMTC01,I,8684.70445,19.491,0.059,19.476366015515456,0.07057933326215664
KMTC01,I,8684.72102,19.434,0.059,19.40852211101151,0.06987792328373627
KMTC01,I,8684.73735,19.382,0.059,19.347200880439313,0.06928057721728959
KMTC01,I,8684.75449,19.36,0.058,19.321412638310576,0.06786911442859236
KMTC01,I,8684.77851,19.503,0.069,19.490736783564824,0.08272236414216745
KMTC01,I,8684.79217,19.521,0.067,19.512352382474923,0.08059254849960673
KMTC01,I,8685.4921,19.705,0.181,19.73781236418608,0.2261948194894176
KMTC01,I,8685.50957,19.533,0.051,19.52680313581714,0.06148519631058072
KMTC01,I,8685.52622,19.527,0.061,19.51957368183224,0.07345788860851328
KMTC01,I,8685.60736,19.335,0.354,19.292215434268638,0.4126373819096044
KMTC01,I,8685.62421,19.573,0.268,19.575212666557366,0.32561094462452783
KMTC01,I,8685.6408,19.656,0.073,19.676914710765033,0.09023351553636134
KMTC01,I,8687.50329,19.256,0.063,19.20066721386968,0.07259163338395239
KMTC01,I,8687.5905,19.344,0.051,19.302713443982743,0.05952983615821495
KMTC01,I,8687.60714,19.384,0.05,19.349549751798502,0.05873122219941757
KMTC01,I,8687.63372,19.434,0.046,19.40852211101151,0.05448109272969267
KMTC01,I,8687.65062,19.499,0.049,19.485943037971584,0.05870193656713253
KMTC01,I,8687.6674,19.49,0.051,19.475169863702636,0.060998233087198775
KMTC01,I,8687.68402,19.511,0.05,19.500334833659796,0.06003203580217554
KMTC01,I,8687.70055,19.531,0.051,19.524392407828138,0.06146194120049047
KMTC01,I,8687.72744,19.452,0.052,19.429873629271544,0.06177772753136746
KMTC01,I,8687.75273,19.464,0.055,19.444144917354556,0.0654786610363307
KMTC01,I,8687.77088,19.386,0.055,19.351899378841324,0.06462515155738027
KMTC01,I,8687.78643,19.386,0.056,19.351899378841324,0.065800154312969
KMTC01,I,8688.52486,19.295,0.061,19.245729716113996,0.07068070212393461
KMTC01,I,8688.5416,19.342,0.06,19.300379299926934,0.07001355081281589
KMTC01,I,8688.55822,19.285,0.056,19.234151149891925,0.06479293013720965
KMTC01,I,8688.59142,19.248,0.052,19.19145438255491,0.05985001040241875
KMTC01,I,8688.60806,19.305,0.056,19.257325219090056,0.06498262460249384
KMTC01,I,8688.65176,19.446,0.049,19.422749124066915,0.05815336678294395
KMTC01,I,8688.66863,19.51,0.052,19.499134303833404,0.06242178719030091
KMTC01,I,8688.68537,19.424,0.048,19.39668840916182,0.05675390313399081
KMTC01,I,8688.70153,19.457,0.046,19.43581637269278,0.05469700092672361
KMTC01,I,8688.73392,19.359,0.049,19.32024257282136,0.0573287196700909
KMTC01,I,8688.75094,19.481,0.057,19.464414182536338,0.06806434385678896
KMTC01,I,8688.76747,19.517,0.062,19.507542682034753,0.07452258239503019
KMTC01,I,8688.77965,19.33,0.056,19.28638944103767,0.06522632904328207
KMTC01,I,8688.79388,19.409,0.06,19.378975017907198,0.07076530635045586
KMTC01,I,8689.52177,19.385,0.055,19.35072447074203,0.06461474152227974
KMTC01,I,8689.53843,19.398,0.055,19.36601311619636,0.06475108790482535
KMTC01,I,8689.57264,19.402,0.053,19.370723826731755,0.06243736030012096
KMTC01,I,8689.58949,19.411,0.056,19.381334251585,0.066069475816983
KMTC01,I,8689.61914,19.502,0.051,19.489538018474335,0.06113142465611794
KMTC01,I,8689.6467,19.462,0.054,19.44176429259781,0.06426560648901726
KMTC01,I,8689.66718,19.409,0.051,19.378975017907198,0.06015051039788748
KMTC01,I,8689.68425,19.386,0.05,19.351899378841324,0.05875013777943661
KMTC01,I,8689.70088,19.429,0.046,19.402602761847923,0.05443498028810317
KMTC01,I,8689.7182,19.448,0.055,19.425123139603585,0.0652966767986172
KMTC01,I,8689.75035,19.219,0.056,19.15814301313448,0.0641984238635599
KMTC01,I,8690.47755,19.34,0.063,19.298045873340964,0.0734916558033879
KMTC01,I,8690.49622,19.399,0.06,19.367190504865192,0.07064909221821171
KMTC01,I,8690.51274,19.287,0.053,19.236465518031345,0.061339638246743974
KMTC01,I,8690.5398,19.482,0.058,19.465608400621047,0.0692708453147104
KMTC01,I,8690.55672,19.508,0.053,19.496733908660833,0.06359874805703794
KMTC01,I,8690.57358,19.444,0.05,19.420375925299766,0.05931977676823793
KMTC01,I,8690.59087,19.574,0.048,19.576427753097786,0.05832993227490246
KMTC01,I,8690.6073,19.592,0.048,19.598340809355015,0.05854053602018786
KMTC01,I,8690.638,19.483,0.053,19.46680283246591,0.06331055725346299
KMTC01,I,8690.65481,19.457,0.05,19.43581637269278,0.0594532618768735
KMTC01,I,8690.6715,19.426,0.048,19.399053552669304,0.05677299322629807
KMTC01,I,8690.68845,19.484,0.045,19.467997478344532,0.05376388440686465
KMTC01,I,8690.70498,19.544,0.05,19.54007852626779,0.060406065385987716
KMTC01,I,8690.72177,19.49,0.041,19.475169863702636,0.04903779522696374
KMTC01,I,8690.749,19.507,0.048,19.495534042743778,0.057588264150642436
KMTC01,I,8690.76607,19.503,0.053,19.490736783564824,0.06354036665992571
KMTC01,I,8690.77418,19.496,0.048,19.482350023713504,0.057472538573402544
KMTC01,I,8690.78773,19.372,0.05,19.33546779346038,0.05861870978919878
KMTC01,I,8691.53718,19.456,0.114,19.4346274109407,0.13552984738407792
KMTC01,I,8691.5537,19.541,0.051,19.53645520310108,0.061578824026830674
KMTC01,I,8691.58444,19.531,0.046,19.524392407828138,0.055436260690638464
KMTC01,I,8691.60107,19.513,0.045,19.502736559223436,0.05404882674630938
KMTC01,I,8691.61768,19.518,0.045,19.508744771018957,0.05409903965541834
KMTC01,I,8691.63432,19.486,0.046,19.470387413299704,0.05497837896852424
KMTC01,I,8691.65062,19.435,0.047,19.409706583195412,0.055674922963923644
KMTC01,I,8691.67819,19.475,0.053,19.45725334772331,0.06322026941408974
KMTC01,I,8691.69473,19.473,0.051,19.45486810053297,0.06081301701559421
KMTC01,I,8691.7115,19.599,0.061,19.6068840329674,0.07450108227332106
KMTC01,I,8691.7285,19.612,0.06,19.622782472565156,0.07347563921373554
KMTC01,I,8691.74545,19.53,0.053,19.523187385524498,0.06386015339211072
KMTC01,I,8691.77555,19.391,0.058,19.357776764922782,0.0682052543929425
KMTC01,I,8691.78937,19.353,0.059,19.313226018382743,0.06896385857427295
KMTC01,I,8692.48096,19.448,0.069,19.425123139603585,0.08191764907462887
KMTC01,I,8692.49773,19.406,0.087,19.375437628559663,0.10255891970840991
KMTC01,I,8692.51553,19.47,0.05,19.451291813952977,0.05958896791596085
KMTC01,I,8692.53226,19.499,0.05,19.485943037971584,0.05989993527258421
KMTC01,I,8692.56637,19.545,0.047,19.541286763416338,0.05679259286859694
KMTC01,I,8692.59646,19.514,0.042,19.503937755534317,0.050454920496876464
KMTC01,I,8692.61296,19.495,0.04,19.48115278792862,0.0478850825085268
KMTC01,I,8692.63032,19.493,0.046,19.478758968133874,0.055047874219173586
KMTC01,I,8692.64682,19.479,0.042,19.462026386555067,0.05013476442333047
KMTC01,I,8692.66294,19.57,0.054,19.57156884898639,0.06556928274394987
KMTC01,I,8692.68988,19.47,0.044,19.451291813952977,0.05243829176604554
KMTC01,I,8692.70645,19.562,0.047,19.56186252170511,0.05697994165269885
KMTC01,I,8692.72302,19.609,0.049,19.619109829015546,0.05996794205176378
KMTC01,I,8692.73971,19.506,0.05,19.494334397559715,0.059976745618317395
KMTC01,I,8692.75618,19.493,0.054,19.478758968133874,0.06462141756163854
KMTC01,I,8692.77244,19.533,0.063,19.52680313581714,0.075952301324835
KMTC01,I,8692.78651,19.454,0.061,19.43225010756208,0.07249515981681266
KMTC01,I,8693.51866,19.31,0.062,19.26312938643735,0.07199835562125334
KMTC01,I,8693.53574,19.414,0.053,19.38487456815698,0.06256116542805504
KMTC01,I,8693.55294,19.518,0.048,19.508744771018957,0.057705642299112896
KMTC01,I,8693.5799,19.461,0.05,19.44057429291869,0.05949477892397003
KMTC01,I,8693.59635,19.43,0.047,19.40378623095571,0.055627748679530756
KMTC01,I,8693.61779,19.609,0.056,19.619109829015546,0.06853479091630145
KMTC01,I,8693.63437,19.543,0.049,19.538870520700204,0.059186604010148566
KMTC01,I,8693.65114,19.514,0.053,19.503937755534317,0.06366930443653457
KMTC01,I,8693.66818,19.558,0.054,19.557015058448652,0.06541523663657299
KMTC01,I,8693.69534,19.445,0.05,19.421562422716264,0.0593299670292493
KMTC01,I,8693.7156,19.458,0.057,19.437005541503382,0.06778852836799901
KMTC01,I,8693.73186,19.526,0.06,19.518369567359183,0.07224007877665245
KMTC01,I,8693.74827,19.388,0.056,19.35424976344883,0.06582139251218393
KMTC01,I,8693.76553,19.4,0.069,19.368368086017036,0.08125974566875906
KMTC01,I,8693.77052,19.348,0.07,19.307383891570804,0.08175808870444373
KMTC01,I,8693.78778,19.456,0.076,19.4346274109407,0.09035323158938528
KMTC01,I,8694.50636,19.535,0.054,19.529214776957467,0.06512665971274298
KMTC01,I,8694.52294,19.588,0.054,19.593464401214497,0.06580496369811817
KMTC01,I,8694.53989,19.519,0.047,19.50994708389375,0.0565139710831253
KMTC01,I,8694.5565,19.535,0.048,19.529214776957467,0.05789036418910487
KMTC01,I,8694.57484,19.5,0.046,19.48714114595952,0.05511799659445671
KMTC01,I,8694.60403,19.573,0.05,19.575212666557366,0.060748310564277576
KMTC01,I,8694.62036,19.523,0.04,19.514758580102583,0.04813295855108822
KMTC01,I,8694.64125,19.473,0.039,19.45486810053297,0.046504071835454394
KMTC01,I,8694.65805,19.472,0.044,19.453675794048223,0.052456840305832246
KMTC01,I,8694.67527,19.518,0.043,19.508744771018957,0.051694637892955295
KMTC01,I,8694.71583,19.528,0.046,19.520778022821343,0.05540489987524353
KMTC01,I,8694.73258,19.508,0.048,19.496733908660833,0.05759886616486456
KMTC01,I,8694.74946,19.53,0.054,19.523187385524498,0.06506506194667884
KMTC01,I,8694.76629,19.418,0.052,19.389597737197867,0.061421663174563
KMTC01,I,8694.77178,19.662,0.063,19.684336015008718,0.07797476759804566
KMTC01,I,8694.7857,19.415,0.056,19.386055065609664,0.06611335352562579
KMTC01,I,8695.47937,19.234,0.053,19.17535651391125,0.06088321934664454
KMTC01,I,8695.49703,19.474,0.06,19.456060618334753,0.07155741301061615
KMTC01,I,8695.52519,19.472,0.058,19.453675794048223,0.06914765313041522
KMTC01,I,8695.54158,19.31,0.052,19.26312938643735,0.06038571761782537
KMTC01,I,8695.55836,19.471,0.052,19.452483698611186,0.061983480147747703
KMTC01,I,8695.57527,19.424,0.054,19.39668840916182,0.06384814102573966
KMTC01,I,8695.59231,19.353,0.046,19.313226018382743,0.053768432108755176
KMTC01,I,8695.61935,19.551,0.048,19.548541066472428,0.05806799055736599
KMTC01,I,8695.63576,19.529,0.05,19.521982590620578,0.06023406512210231
KMTC01,I,8695.65338,19.517,0.048,19.507542682034753,0.05769490249937822
KMTC01,I,8695.67357,19.52,0.051,19.51114962094897,0.06133511135032834
KMTC01,I,8695.69032,19.468,0.053,19.4489086758996,0.06314202030159959
KMTC01,I,8695.71871,19.341,0.052,19.299212497060353,0.060669089328433255
KMTC01,I,8695.73557,19.526,0.061,19.518369567359183,0.07344408008959666
KMTC01,I,8695.74934,19.304,0.054,19.256164900762176,0.06265256470563912
KMTC01,I,8695.76367,19.452,0.063,19.429873629271544,0.07484609297069521
KMTC01,I,8696.47823,19.262,0.391,19.207583618114313,0.4509094510588447
KMTC01,I,8696.51272,19.583,0.161,19.587374409322123,0.19599941419298855
KMTC01,I,8696.55226,19.543,0.228,19.538870520700204,0.27539889212885454
KMTC01,I,8696.58073,19.534,0.275,19.52800884209497,0.33160064317353066
KMTC01,I,8696.59756,19.554,0.225,19.552171368943053,0.27235176823315954
KMTC01,I,8696.61442,19.4,0.18,19.368368086017036,0.21198194522284966
KMTC01,I,8697.53033,19.515,0.058,19.505139174581103,0.06968876962013483
KMTC01,I,8697.54692,19.489,0.046,19.473973927851112,0.05500808630465669
KMTC01,I,8697.56348,19.466,0.051,19.44652637774543,0.060737912385963294
KMTC01,I,8697.58012,19.465,0.047,19.445335542962813,0.05596431710057545
KMTC01,I,8697.59955,19.416,0.044,19.387235759436386,0.05195485221693595
KMTC01,I,8697.62889,19.47,0.051,19.451291813952977,0.06078074727428006
KMTC01,I,8697.64761,19.315,0.052,19.26893786584764,0.06043069980639515
KMTC01,I,8697.68686,19.53,0.05,19.523187385524498,0.06024542772840634
KMTC01,I,8697.70774,19.433,0.048,19.407337839948738,0.056840188160932704
KMTC01,I,8697.72474,19.448,0.051,19.425123139603585,0.06054782757689959
KMTC01,I,8697.74714,19.483,0.05,19.46680283246591,0.059726940805153755
KMTC01,I,8697.76081,19.218,0.059,19.15699668996787,0.06762851032698466
KMTC01,I,8698.50282,19.358,0.051,19.31907269049359,0.05965933194047391
KMTC01,I,8698.51947,19.44,0.051,19.41563196982677,0.06046472717226099
